Year,Mon,Day,Jday,Hr,Min,Rain[mm/h],Month+year,Lat,Lon
2015,3,25,84,12,7,7.48,3/2015,47.35906,-123.99134
2015,3,25,84,12,8,5.36,3/2015,47.35906,-123.99134
2015,3,25,84,12,9,3.33,3/2015,47.35906,-123.99134
2015,3,25,84,12,10,1.88,3/2015,47.35906,-123.99134
2015,3,25,84,12,11,1.01,3/2015,47.35906,-123.99134
2015,3,25,84,12,12,0.73,3/2015,47.35906,-123.99134
2015,3,25,84,12,13,1.03,3/2015,47.35906,-123.99134
2015,3,25,84,12,14,1.91,3/2015,47.35906,-123.99134
2015,3,25,84,12,15,3.17,3/2015,47.35906,-123.99134
2015,3,25,84,12,16,4.01,3/2015,47.35906,-123.99134
2015,3,25,84,12,17,4.23,3/2015,47.35906,-123.99134
2015,3,25,84,12,18,3.84,3/2015,47.35906,-123.99134
2015,3,25,84,12,19,3.08,3/2015,47.35906,-123.99134
2015,3,25,84,12,20,2.97,3/2015,47.35906,-123.99134
2015,3,25,84,12,21,3.76,3/2015,47.35906,-123.99134
2015,3,25,84,12,22,5.44,3/2015,47.35906,-123.99134
2015,3,25,84,12,23,7.49,3/2015,47.35906,-123.99134
2015,3,25,84,12,24,7.75,3/2015,47.35906,-123.99134
2015,3,25,84,12,25,6.19,3/2015,47.35906,-123.99134
2015,3,25,84,12,26,4.84,3/2015,47.35906,-123.99134
2015,3,25,84,12,27,4.21,3/2015,47.35906,-123.99134
2015,3,25,84,12,28,4.14,3/2015,47.35906,-123.99134
2015,3,25,84,12,29,4.04,3/2015,47.35906,-123.99134
2015,3,25,84,12,30,3.76,3/2015,47.35906,-123.99134
2015,3,25,84,12,31,3.3,3/2015,47.35906,-123.99134
2015,3,25,84,12,32,2.82,3/2015,47.35906,-123.99134
2015,3,25,84,12,33,2.96,3/2015,47.35906,-123.99134
2015,3,25,84,12,34,3.88,3/2015,47.35906,-123.99134
2015,3,25,84,12,35,5.59,3/2015,47.35906,-123.99134
2015,3,25,84,12,36,7.55,3/2015,47.35906,-123.99134
2015,3,25,84,12,37,7.69,3/2015,47.35906,-123.99134
2015,3,25,84,12,38,6.04,3/2015,47.35906,-123.99134
2015,3,25,84,12,39,4.77,3/2015,47.35906,-123.99134
2015,3,25,84,12,40,4.43,3/2015,47.35906,-123.99134
2015,3,25,84,12,41,4.83,3/2015,47.35906,-123.99134
2015,3,25,84,12,42,5.17,3/2015,47.35906,-123.99134
2015,3,25,84,12,43,5.25,3/2015,47.35906,-123.99134
2015,3,25,84,12,44,5.13,3/2015,47.35906,-123.99134
2015,3,25,84,12,45,5.05,3/2015,47.35906,-123.99134
2015,3,25,84,12,46,5.07,3/2015,47.35906,-123.99134
2015,3,25,84,12,47,5.15,3/2015,47.35906,-123.99134
2015,3,25,84,12,48,5.13,3/2015,47.35906,-123.99134
2015,3,25,84,12,49,4.96,3/2015,47.35906,-123.99134
2015,3,25,84,12,50,4.64,3/2015,47.35906,-123.99134
2015,3,25,84,12,51,4.18,3/2015,47.35906,-123.99134
2015,3,25,84,12,52,3.58,3/2015,47.35906,-123.99134
2015,3,25,84,12,53,2.84,3/2015,47.35906,-123.99134
2015,3,25,84,12,54,2.02,3/2015,47.35906,-123.99134
2015,3,25,84,12,55,1.38,3/2015,47.35906,-123.99134
2015,3,25,84,12,56,0.98,3/2015,47.35906,-123.99134
2015,3,25,84,12,57,0.81,3/2015,47.35906,-123.99134
2015,3,25,84,12,58,0.89,3/2015,47.35906,-123.99134
2015,3,25,84,12,59,1.21,3/2015,47.35906,-123.99134
2015,3,25,84,13,0,1.77,3/2015,47.35906,-123.99134
2015,3,25,84,13,1,2.57,3/2015,47.35906,-123.99134
2015,3,25,84,13,2,3.61,3/2015,47.35906,-123.99134
2015,3,25,84,13,3,4.73,3/2015,47.35906,-123.99134
2015,3,25,84,13,4,5.32,3/2015,47.35906,-123.99134
2015,3,25,84,13,5,5.2,3/2015,47.35906,-123.99134
2015,3,25,84,13,6,4.53,3/2015,47.35906,-123.99134
2015,3,25,84,13,7,3.92,3/2015,47.35906,-123.99134
2015,3,25,84,13,8,3.5,3/2015,47.35906,-123.99134
2015,3,25,84,13,9,3.29,3/2015,47.35906,-123.99134
2015,3,25,84,13,10,3.24,3/2015,47.35906,-123.99134
2015,3,25,84,13,11,3.19,3/2015,47.35906,-123.99134
2015,3,25,84,13,12,3.09,3/2015,47.35906,-123.99134
2015,3,25,84,13,13,2.95,3/2015,47.35906,-123.99134
2015,3,25,84,13,14,2.78,3/2015,47.35906,-123.99134
2015,3,25,84,13,15,2.57,3/2015,47.35906,-123.99134
2015,3,25,84,13,16,2.36,3/2015,47.35906,-123.99134
2015,3,25,84,13,17,2.16,3/2015,47.35906,-123.99134
2015,3,25,84,13,18,1.97,3/2015,47.35906,-123.99134
2015,3,25,84,13,19,1.79,3/2015,47.35906,-123.99134
2015,3,25,84,13,20,1.62,3/2015,47.35906,-123.99134
2015,3,25,84,13,21,1.46,3/2015,47.35906,-123.99134
2015,3,25,84,13,22,1.31,3/2015,47.35906,-123.99134
2015,3,25,84,13,23,1.2,3/2015,47.35906,-123.99134
2015,3,25,84,13,24,1.23,3/2015,47.35906,-123.99134
2015,3,25,84,13,25,1.44,3/2015,47.35906,-123.99134
2015,3,25,84,13,26,1.83,3/2015,47.35906,-123.99134
2015,3,25,84,13,27,2.39,3/2015,47.35906,-123.99134
2015,3,25,84,13,28,3.12,3/2015,47.35906,-123.99134
2015,3,25,84,13,29,4.04,3/2015,47.35906,-123.99134
2015,3,25,84,13,30,4.97,3/2015,47.35906,-123.99134
2015,3,25,84,13,31,5.33,3/2015,47.35906,-123.99134
2015,3,25,84,13,32,4.95,3/2015,47.35906,-123.99134
2015,3,25,84,13,33,3.98,3/2015,47.35906,-123.99134
2015,3,25,84,13,34,3.02,3/2015,47.35906,-123.99134
2015,3,25,84,13,35,2.2,3/2015,47.35906,-123.99134
2015,3,25,84,13,36,1.53,3/2015,47.35906,-123.99134
2015,3,25,84,13,37,1.02,3/2015,47.35906,-123.99134
2015,3,25,84,13,38,0.64,3/2015,47.35906,-123.99134
2015,3,25,84,13,39,0.42,3/2015,47.35906,-123.99134
2015,3,25,84,13,40,0.35,3/2015,47.35906,-123.99134
2015,3,25,84,13,41,0.42,3/2015,47.35906,-123.99134
2015,3,25,84,13,42,0.64,3/2015,47.35906,-123.99134
2015,3,25,84,13,43,1.02,3/2015,47.35906,-123.99134
2015,3,25,84,13,44,1.49,3/2015,47.35906,-123.99134
2015,3,25,84,13,45,1.9,3/2015,47.35906,-123.99134
2015,3,25,84,13,46,2.2,3/2015,47.35906,-123.99134
2015,3,25,84,13,47,2.4,3/2015,47.35906,-123.99134
2015,3,25,84,13,48,2.48,3/2015,47.35906,-123.99134
2015,3,25,84,13,49,2.45,3/2015,47.35906,-123.99134
2015,3,25,84,13,50,2.32,3/2015,47.35906,-123.99134
2015,3,25,84,13,51,2.11,3/2015,47.35906,-123.99134
2015,3,25,84,13,52,1.92,3/2015,47.35906,-123.99134
2015,3,25,84,13,53,1.81,3/2015,47.35906,-123.99134
2015,3,25,84,13,54,1.75,3/2015,47.35906,-123.99134
2015,3,25,84,13,55,1.75,3/2015,47.35906,-123.99134
2015,3,25,84,13,56,1.82,3/2015,47.35906,-123.99134
2015,3,25,84,13,57,1.95,3/2015,47.35906,-123.99134
2015,3,25,84,13,58,2.14,3/2015,47.35906,-123.99134
2015,3,25,84,13,59,2.37,3/2015,47.35906,-123.99134
2015,3,25,84,14,0,2.54,3/2015,47.35906,-123.99134
2015,3,25,84,14,1,2.64,3/2015,47.35906,-123.99134
2015,3,25,84,14,2,2.65,3/2015,47.35906,-123.99134
2015,3,25,84,14,3,2.59,3/2015,47.35906,-123.99134
2015,3,25,84,14,4,2.45,3/2015,47.35906,-123.99134
2015,3,25,84,14,5,2.26,3/2015,47.35906,-123.99134
2015,3,25,84,14,6,2.18,3/2015,47.35906,-123.99134
2015,3,25,84,14,7,2.25,3/2015,47.35906,-123.99134
2015,3,25,84,14,8,2.45,3/2015,47.35906,-123.99134
2015,3,25,84,14,9,2.8,3/2015,47.35906,-123.99134
2015,3,25,84,14,10,3.29,3/2015,47.35906,-123.99134
2015,3,25,84,14,11,3.84,3/2015,47.35906,-123.99134
2015,3,25,84,14,12,4.08,3/2015,47.35906,-123.99134
2015,3,25,84,14,13,3.93,3/2015,47.35906,-123.99134
2015,3,25,84,14,14,3.39,3/2015,47.35906,-123.99134
2015,3,25,84,14,15,2.57,3/2015,47.35906,-123.99134
2015,3,25,84,14,16,1.85,3/2015,47.35906,-123.99134
2015,3,25,84,14,17,1.35,3/2015,47.35906,-123.99134
2015,3,25,84,14,18,1.06,3/2015,47.35906,-123.99134
2015,3,25,84,14,19,0.98,3/2015,47.35906,-123.99134
2015,3,25,84,14,20,1.12,3/2015,47.35906,-123.99134
2015,3,25,84,14,21,1.47,3/2015,47.35906,-123.99134
2015,3,25,84,14,22,2.04,3/2015,47.35906,-123.99134
2015,3,25,84,14,23,2.81,3/2015,47.35906,-123.99134
2015,3,25,84,14,24,3.81,3/2015,47.35906,-123.99134
2015,3,25,84,14,25,5.01,3/2015,47.35906,-123.99134
2015,3,25,84,14,26,6.43,3/2015,47.35906,-123.99134
2015,3,25,84,14,27,7.72,3/2015,47.35906,-123.99134
2015,3,25,84,14,28,7.53,3/2015,47.35906,-123.99134
2015,3,25,84,14,29,5.86,3/2015,47.35906,-123.99134
2015,3,25,84,14,30,4.14,3/2015,47.35906,-123.99134
2015,3,25,84,14,31,2.71,3/2015,47.35906,-123.99134
2015,3,25,84,14,32,1.59,3/2015,47.35906,-123.99134
2015,3,25,84,14,33,0.75,3/2015,47.35906,-123.99134
2015,3,25,84,14,34,0.22,3/2015,47.35906,-123.99134
2015,3,25,84,14,37,0.09,3/2015,47.35906,-123.99134
2015,3,25,84,14,38,0.23,3/2015,47.35906,-123.99134
2015,3,25,84,14,39,0.41,3/2015,47.35906,-123.99134
2015,3,25,84,14,40,0.62,3/2015,47.35906,-123.99134
2015,3,25,84,14,41,0.88,3/2015,47.35906,-123.99134
2015,3,25,84,14,42,1.18,3/2015,47.35906,-123.99134
2015,3,25,84,14,43,1.52,3/2015,47.35906,-123.99134
2015,3,25,84,14,44,1.91,3/2015,47.35906,-123.99134
2015,3,25,84,14,45,2.33,3/2015,47.35906,-123.99134
2015,3,25,84,14,46,2.79,3/2015,47.35906,-123.99134
2015,3,25,84,14,47,3.29,3/2015,47.35906,-123.99134
2015,3,25,84,14,48,3.78,3/2015,47.35906,-123.99134
2015,3,25,84,14,49,4.01,3/2015,47.35906,-123.99134
2015,3,25,84,14,50,3.93,3/2015,47.35906,-123.99134
2015,3,25,84,14,51,3.53,3/2015,47.35906,-123.99134
2015,3,25,84,14,52,2.9,3/2015,47.35906,-123.99134
2015,3,25,84,14,53,2.31,3/2015,47.35906,-123.99134
2015,3,25,84,14,54,1.85,3/2015,47.35906,-123.99134
2015,3,25,84,14,55,1.51,3/2015,47.35906,-123.99134
2015,3,25,84,14,56,1.29,3/2015,47.35906,-123.99134
2015,3,25,84,14,57,1.19,3/2015,47.35906,-123.99134
2015,3,25,84,14,58,1.21,3/2015,47.35906,-123.99134
2015,3,25,84,14,59,1.36,3/2015,47.35906,-123.99134
2015,3,25,84,15,0,1.62,3/2015,47.35906,-123.99134
2015,3,25,84,15,1,2,3/2015,47.35906,-123.99134
2015,3,25,84,15,2,2.46,3/2015,47.35906,-123.99134
2015,3,25,84,15,3,2.98,3/2015,47.35906,-123.99134
2015,3,25,84,15,4,3.57,3/2015,47.35906,-123.99134
2015,3,25,84,15,5,4.23,3/2015,47.35906,-123.99134
2015,3,25,84,15,6,4.88,3/2015,47.35906,-123.99134
2015,3,25,84,15,7,5.21,3/2015,47.35906,-123.99134
2015,3,25,84,15,8,5.15,3/2015,47.35906,-123.99134
2015,3,25,84,15,9,4.73,3/2015,47.35906,-123.99134
2015,3,25,84,15,10,4.18,3/2015,47.35906,-123.99134
2015,3,25,84,15,11,3.53,3/2015,47.35906,-123.99134
2015,3,25,84,15,12,2.8,3/2015,47.35906,-123.99134
2015,3,25,84,15,13,2.03,3/2015,47.35906,-123.99134
2015,3,25,84,15,14,1.47,3/2015,47.35906,-123.99134
2015,3,25,84,15,15,1.17,3/2015,47.35906,-123.99134
2015,3,25,84,15,16,1.13,3/2015,47.35906,-123.99134
2015,3,25,84,15,17,1.36,3/2015,47.35906,-123.99134
2015,3,25,84,15,18,1.85,3/2015,47.35906,-123.99134
2015,3,25,84,15,19,2.61,3/2015,47.35906,-123.99134
2015,3,25,84,15,20,3.62,3/2015,47.35906,-123.99134
2015,3,25,84,15,21,4.74,3/2015,47.35906,-123.99134
2015,3,25,84,15,22,5.32,3/2015,47.35906,-123.99134
2015,3,25,84,15,23,5.19,3/2015,47.35906,-123.99134
2015,3,25,84,15,24,4.5,3/2015,47.35906,-123.99134
2015,3,25,84,15,25,3.89,3/2015,47.35906,-123.99134
2015,3,25,84,15,26,3.51,3/2015,47.35906,-123.99134
2015,3,25,84,15,27,3.35,3/2015,47.35906,-123.99134
2015,3,25,84,15,28,3.37,3/2015,47.35906,-123.99134
2015,3,25,84,15,29,3.32,3/2015,47.35906,-123.99134
2015,3,25,84,15,30,3.16,3/2015,47.35906,-123.99134
2015,3,25,84,15,31,2.89,3/2015,47.35906,-123.99134
2015,3,25,84,15,32,2.5,3/2015,47.35906,-123.99134
2015,3,25,84,15,33,2.04,3/2015,47.35906,-123.99134
2015,3,25,84,15,34,1.64,3/2015,47.35906,-123.99134
2015,3,25,84,15,35,1.35,3/2015,47.35906,-123.99134
2015,3,25,84,15,36,1.16,3/2015,47.35906,-123.99134
2015,3,25,84,15,37,1.08,3/2015,47.35906,-123.99134
2015,3,25,84,15,38,1.11,3/2015,47.35906,-123.99134
2015,3,25,84,15,39,1.25,3/2015,47.35906,-123.99134
2015,3,25,84,15,40,1.49,3/2015,47.35906,-123.99134
2015,3,25,84,15,41,1.84,3/2015,47.35906,-123.99134
2015,3,25,84,15,42,2.29,3/2015,47.35906,-123.99134
2015,3,25,84,15,43,2.8,3/2015,47.35906,-123.99134
2015,3,25,84,15,44,3.14,3/2015,47.35906,-123.99134
2015,3,25,84,15,45,3.27,3/2015,47.35906,-123.99134
2015,3,25,84,15,46,3.18,3/2015,47.35906,-123.99134
2015,3,25,84,15,47,2.87,3/2015,47.35906,-123.99134
2015,3,25,84,15,48,2.39,3/2015,47.35906,-123.99134
2015,3,25,84,15,49,1.95,3/2015,47.35906,-123.99134
2015,3,25,84,15,50,1.58,3/2015,47.35906,-123.99134
2015,3,25,84,15,51,1.3,3/2015,47.35906,-123.99134
2015,3,25,84,15,52,1.1,3/2015,47.35906,-123.99134
2015,3,25,84,15,53,0.98,3/2015,47.35906,-123.99134
2015,3,25,84,15,54,0.94,3/2015,47.35906,-123.99134
2015,3,25,84,15,55,0.98,3/2015,47.35906,-123.99134
2015,3,25,84,15,56,1.11,3/2015,47.35906,-123.99134
2015,3,25,84,15,57,1.31,3/2015,47.35906,-123.99134
2015,3,25,84,15,58,1.6,3/2015,47.35906,-123.99134
2015,3,25,84,15,59,1.94,3/2015,47.35906,-123.99134
2015,3,25,84,16,0,2.25,3/2015,47.35906,-123.99134
2015,3,25,84,16,1,2.51,3/2015,47.35906,-123.99134
2015,3,25,84,16,2,2.72,3/2015,47.35906,-123.99134
2015,3,25,84,16,3,2.87,3/2015,47.35906,-123.99134
2015,3,25,84,16,4,2.96,3/2015,47.35906,-123.99134
2015,3,25,84,16,5,3.01,3/2015,47.35906,-123.99134
2015,3,25,84,16,6,3.04,3/2015,47.35906,-123.99134
2015,3,25,84,16,7,3.06,3/2015,47.35906,-123.99134
2015,3,25,84,16,8,3.07,3/2015,47.35906,-123.99134
2015,3,25,84,16,9,3.06,3/2015,47.35906,-123.99134
2015,3,25,84,16,10,3.04,3/2015,47.35906,-123.99134
2015,3,25,84,16,11,3.04,3/2015,47.35906,-123.99134
2015,3,25,84,16,12,3.04,3/2015,47.35906,-123.99134
2015,3,25,84,16,13,3.05,3/2015,47.35906,-123.99134
2015,3,25,84,16,14,3.08,3/2015,47.35906,-123.99134
2015,3,25,84,16,15,3.11,3/2015,47.35906,-123.99134
2015,3,25,84,16,16,3.11,3/2015,47.35906,-123.99134
2015,3,25,84,16,17,3.08,3/2015,47.35906,-123.99134
2015,3,25,84,16,18,3.02,3/2015,47.35906,-123.99134
2015,3,25,84,16,19,2.93,3/2015,47.35906,-123.99134
2015,3,25,84,16,20,2.83,3/2015,47.35906,-123.99134
2015,3,25,84,16,21,2.82,3/2015,47.35906,-123.99134
2015,3,25,84,16,22,2.93,3/2015,47.35906,-123.99134
2015,3,25,84,16,23,3.16,3/2015,47.35906,-123.99134
2015,3,25,84,16,24,3.5,3/2015,47.35906,-123.99134
2015,3,25,84,16,25,4.02,3/2015,47.35906,-123.99134
2015,3,25,84,16,26,4.93,3/2015,47.35906,-123.99134
2015,3,25,84,16,27,6.29,3/2015,47.35906,-123.99134
2015,3,25,84,16,28,7.7,3/2015,47.35906,-123.99134
2015,3,25,84,16,29,7.55,3/2015,47.35906,-123.99134
2015,3,25,84,16,30,5.91,3/2015,47.35906,-123.99134
2015,3,25,84,16,31,4.76,3/2015,47.35906,-123.99134
2015,3,25,84,16,32,4.57,3/2015,47.35906,-123.99134
2015,3,25,84,16,33,5.09,3/2015,47.35906,-123.99134
2015,3,25,84,16,34,5.28,3/2015,47.35906,-123.99134
2015,3,25,84,16,35,4.87,3/2015,47.35906,-123.99134
2015,3,25,84,16,36,4.06,3/2015,47.35906,-123.99134
2015,3,25,84,16,37,3.56,3/2015,47.35906,-123.99134
2015,3,25,84,16,38,3.56,3/2015,47.35906,-123.99134
2015,3,25,84,16,39,4.07,3/2015,47.35906,-123.99134
2015,3,25,84,16,40,4.89,3/2015,47.35906,-123.99134
2015,3,25,84,16,41,5.29,3/2015,47.35906,-123.99134
2015,3,25,84,16,42,5.07,3/2015,47.35906,-123.99134
2015,3,25,84,16,43,4.38,3/2015,47.35906,-123.99134
2015,3,25,84,16,44,3.82,3/2015,47.35906,-123.99134
2015,3,25,84,16,45,3.53,3/2015,47.35906,-123.99134
2015,3,25,84,16,46,3.52,3/2015,47.35906,-123.99134
2015,3,25,84,16,47,3.72,3/2015,47.35906,-123.99134
2015,3,25,84,16,48,3.86,3/2015,47.35906,-123.99134
2015,3,25,84,16,49,3.88,3/2015,47.35906,-123.99134
2015,3,25,84,16,50,3.78,3/2015,47.35906,-123.99134
2015,3,25,84,16,51,3.6,3/2015,47.35906,-123.99134
2015,3,25,84,16,52,3.59,3/2015,47.35906,-123.99134
2015,3,25,84,16,53,3.81,3/2015,47.35906,-123.99134
2015,3,25,84,16,54,4.24,3/2015,47.35906,-123.99134
2015,3,25,84,16,55,4.81,3/2015,47.35906,-123.99134
2015,3,25,84,16,56,5.18,3/2015,47.35906,-123.99134
2015,3,25,84,16,57,5.25,3/2015,47.35906,-123.99134
2015,3,25,84,16,58,5.11,3/2015,47.35906,-123.99134
2015,3,25,84,16,59,5.04,3/2015,47.35906,-123.99134
2015,3,25,84,17,0,5.1,3/2015,47.35906,-123.99134
2015,3,25,84,17,1,5.23,3/2015,47.35906,-123.99134
2015,3,25,84,17,2,5.17,3/2015,47.35906,-123.99134
2015,3,25,84,17,3,4.84,3/2015,47.35906,-123.99134
2015,3,25,84,17,4,4.32,3/2015,47.35906,-123.99134
2015,3,25,84,17,5,3.88,3/2015,47.35906,-123.99134
2015,3,25,84,17,6,3.59,3/2015,47.35906,-123.99134
2015,3,25,84,17,7,3.45,3/2015,47.35906,-123.99134
2015,3,25,84,17,8,3.46,3/2015,47.35906,-123.99134
2015,3,25,84,17,9,3.61,3/2015,47.35906,-123.99134
2015,3,25,84,17,10,3.88,3/2015,47.35906,-123.99134
2015,3,25,84,17,11,4.29,3/2015,47.35906,-123.99134
2015,3,25,84,17,12,4.78,3/2015,47.35906,-123.99134
2015,3,25,84,17,13,5.14,3/2015,47.35906,-123.99134
2015,3,25,84,17,14,5.32,3/2015,47.35906,-123.99134
2015,3,25,84,17,15,5.32,3/2015,47.35906,-123.99134
2015,3,25,84,17,16,5.14,3/2015,47.35906,-123.99134
2015,3,25,84,17,17,4.79,3/2015,47.35906,-123.99134
2015,3,25,84,17,18,4.44,3/2015,47.35906,-123.99134
2015,3,25,84,17,19,4.79,3/2015,47.35906,-123.99134
2015,3,25,84,17,20,6.02,3/2015,47.35906,-123.99134
2015,3,25,84,17,21,7.62,3/2015,47.35906,-123.99134
2015,3,25,84,17,22,7.62,3/2015,47.35906,-123.99134
2015,3,25,84,17,23,6.02,3/2015,47.35906,-123.99134
2015,3,25,84,17,24,4.79,3/2015,47.35906,-123.99134
2015,3,25,84,17,25,4.43,3/2015,47.35906,-123.99134
2015,3,25,84,17,26,4.76,3/2015,47.35906,-123.99134
2015,3,25,84,17,27,5.13,3/2015,47.35906,-123.99134
2015,3,25,84,17,28,5.35,3/2015,47.35906,-123.99134
2015,3,25,84,17,29,5.41,3/2015,47.35906,-123.99134
2015,3,25,84,17,30,5.19,3/2015,47.35906,-123.99134
2015,3,25,84,17,31,4.65,3/2015,47.35906,-123.99134
2015,3,25,84,17,32,3.93,3/2015,47.35906,-123.99134
2015,3,25,84,17,33,3.54,3/2015,47.35906,-123.99134
2015,3,25,84,17,34,3.62,3/2015,47.35906,-123.99134
2015,3,25,84,17,35,4.16,3/2015,47.35906,-123.99134
2015,3,25,84,17,36,4.98,3/2015,47.35906,-123.99134
2015,3,25,84,17,37,5.31,3/2015,47.35906,-123.99134
2015,3,25,84,17,38,4.96,3/2015,47.35906,-123.99134
2015,3,25,84,17,39,4.14,3/2015,47.35906,-123.99134
2015,3,25,84,17,40,3.6,3/2015,47.35906,-123.99134
2015,3,25,84,17,41,3.54,3/2015,47.35906,-123.99134
2015,3,25,84,17,42,3.96,3/2015,47.35906,-123.99134
2015,3,25,84,17,43,4.71,3/2015,47.35906,-123.99134
2015,3,25,84,17,44,5.21,3/2015,47.35906,-123.99134
2015,3,25,84,17,45,5.32,3/2015,47.35906,-123.99134
2015,3,25,84,17,46,5.12,3/2015,47.35906,-123.99134
2015,3,25,84,17,47,5.02,3/2015,47.35906,-123.99134
2015,3,25,84,17,48,5.11,3/2015,47.35906,-123.99134
2015,3,25,84,17,49,5.3,3/2015,47.35906,-123.99134
2015,3,25,84,17,50,5.21,3/2015,47.35906,-123.99134
2015,3,25,84,17,51,4.74,3/2015,47.35906,-123.99134
2015,3,25,84,17,52,4.04,3/2015,47.35906,-123.99134
2015,3,25,84,17,53,3.62,3/2015,47.35906,-123.99134
2015,3,25,84,17,54,3.6,3/2015,47.35906,-123.99134
2015,3,25,84,17,55,3.99,3/2015,47.35906,-123.99134
2015,3,25,84,17,56,4.67,3/2015,47.35906,-123.99134
2015,3,25,84,17,57,5.18,3/2015,47.35906,-123.99134
2015,3,25,84,17,58,5.4,3/2015,47.35906,-123.99134
2015,3,25,84,17,59,5.35,3/2015,47.35906,-123.99134
2015,3,25,84,18,0,5.13,3/2015,47.35906,-123.99134
2015,3,25,84,18,1,4.77,3/2015,47.35906,-123.99134
2015,3,25,84,18,2,4.44,3/2015,47.35906,-123.99134
2015,3,25,84,18,3,4.8,3/2015,47.35906,-123.99134
2015,3,25,84,18,4,6.01,3/2015,47.35906,-123.99134
2015,3,25,84,18,5,7.6,3/2015,47.35906,-123.99134
2015,3,25,84,18,6,7.65,3/2015,47.35906,-123.99134
2015,3,25,84,18,7,6.13,3/2015,47.35906,-123.99134
2015,3,25,84,18,8,4.85,3/2015,47.35906,-123.99134
2015,3,25,84,18,9,4.26,3/2015,47.35906,-123.99134
2015,3,25,84,18,10,4.32,3/2015,47.35906,-123.99134
2015,3,25,84,18,11,4.91,3/2015,47.35906,-123.99134
2015,3,25,84,18,12,6.02,3/2015,47.35906,-123.99134
2015,3,25,84,18,13,7.37,3/2015,47.35906,-123.99134
2015,3,25,84,18,14,7.88,3/2015,47.35906,-123.99134
2015,3,25,84,18,15,7.59,3/2015,47.35906,-123.99134
2015,3,25,84,18,16,7.66,3/2015,47.35906,-123.99134
2015,3,25,84,18,17,8.03,3/2015,47.35906,-123.99134
2015,3,25,84,18,18,7.22,3/2015,47.35906,-123.99134
2015,3,25,84,18,19,5.39,3/2015,47.35906,-123.99134
2015,3,25,84,18,20,4.57,3/2015,47.35906,-123.99134
2015,3,25,84,18,21,5.28,3/2015,47.35906,-123.99134
2015,3,25,84,18,22,7.07,3/2015,47.35906,-123.99134
2015,3,25,84,18,23,8.18,3/2015,47.35906,-123.99134
2015,3,25,84,18,24,8.18,3/2015,47.35906,-123.99134
2015,3,25,84,18,25,7.07,3/2015,47.35906,-123.99134
2015,3,25,84,18,26,5.29,3/2015,47.35906,-123.99134
2015,3,25,84,18,27,4.58,3/2015,47.35906,-123.99134
2015,3,25,84,18,28,5.38,3/2015,47.35906,-123.99134
2015,3,25,84,18,29,7.2,3/2015,47.35906,-123.99134
2015,3,25,84,18,30,8.04,3/2015,47.35906,-123.99134
2015,3,25,84,18,31,7.73,3/2015,47.35906,-123.99134
2015,3,25,84,18,32,7.52,3/2015,47.35906,-123.99134
2015,3,25,84,18,33,7.63,3/2015,47.35906,-123.99134
2015,3,25,84,18,34,7.62,3/2015,47.35906,-123.99134
2015,3,25,84,18,35,7.51,3/2015,47.35906,-123.99134
2015,3,25,84,18,36,7.74,3/2015,47.35906,-123.99134
2015,3,25,84,18,37,8.08,3/2015,47.35906,-123.99134
2015,3,25,84,18,38,7.16,3/2015,47.35906,-123.99134
2015,3,25,84,18,39,5.21,3/2015,47.35906,-123.99134
2015,3,25,84,18,40,4.48,3/2015,47.35906,-123.99134
2015,3,25,84,18,41,5.56,3/2015,47.35906,-123.99134
2015,3,25,84,18,42,7.64,3/2015,47.35906,-123.99134
2015,3,25,84,18,43,7.6,3/2015,47.35906,-123.99134
2015,3,25,84,18,44,5.46,3/2015,47.35906,-123.99134
2015,3,25,84,18,45,4.44,3/2015,47.35906,-123.99134
2015,3,25,84,18,46,5.35,3/2015,47.35906,-123.99134
2015,3,25,84,18,47,7.45,3/2015,47.35906,-123.99134
2015,3,25,84,18,48,7.8,3/2015,47.35906,-123.99134
2015,3,25,84,18,49,6.19,3/2015,47.35906,-123.99134
2015,3,25,84,18,50,4.82,3/2015,47.35906,-123.99134
2015,3,25,84,18,51,4.23,3/2015,47.35906,-123.99134
2015,3,25,84,18,52,4.35,3/2015,47.35906,-123.99134
2015,3,25,84,18,53,4.94,3/2015,47.35906,-123.99134
2015,3,25,84,18,54,5.95,3/2015,47.35906,-123.99134
2015,3,25,84,18,55,7.21,3/2015,47.35906,-123.99134
2015,3,25,84,18,56,8.04,3/2015,47.35906,-123.99134
2015,3,25,84,18,57,8.16,3/2015,47.35906,-123.99134
2015,3,25,84,18,58,7.09,3/2015,47.35906,-123.99134
2015,3,25,84,18,59,5.22,3/2015,47.35906,-123.99134
2015,3,25,84,19,0,4.53,3/2015,47.35906,-123.99134
2015,3,25,84,19,1,5.5,3/2015,47.35906,-123.99134
2015,3,25,84,19,2,7.48,3/2015,47.35906,-123.99134
2015,3,25,84,19,3,7.77,3/2015,47.35906,-123.99134
2015,3,25,84,19,4,6.21,3/2015,47.35906,-123.99134
2015,3,25,84,19,5,4.85,3/2015,47.35906,-123.99134
2015,3,25,84,19,6,4.18,3/2015,47.35906,-123.99134
2015,3,25,84,19,7,4.21,3/2015,47.35906,-123.99134
2015,3,25,84,19,8,4.87,3/2015,47.35906,-123.99134
2015,3,25,84,19,9,6.17,3/2015,47.35906,-123.99134
2015,3,25,84,19,10,7.66,3/2015,47.35906,-123.99134
2015,3,25,84,19,11,7.59,3/2015,47.35906,-123.99134
